product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
FB001936,Outerwear,Banana Republic,Fall,S,Pink,167.31,50.7,82.48,2025-08-06,9,3.2,FALSE,N/A
FB001942,Outerwear,Banana Republic,Winter,XS,White,138.87,0,138.87,2025-08-06,37,3.2,FALSE,N/A
FB001947,Shoes,Banana Republic,Summer,XL,Red,67.84,0,67.84,2025-08-06,24,1.2,FALSE,N/A
FB000510,Dresses,Banana Republic,Summer,XL,Purple,68.43,0,68.43,2025-08-06,16,0,FALSE,N/A
FB001949,Accessories,Banana Republic,Winter,OS,Brown,20.97,0,20.97,2025-08-06,44,4.6,FALSE,N/A
FB001951,Shoes,Banana Republic,Spring,XXL,Green,184.7,0,184.7,2024-09-19,39,2.1,TRUE,Size Issue
FB001953,Outerwear,Banana Republic,Winter,L,Blue,107.67,20.3,85.81,2025-08-06,16,4.3,FALSE,N/A
FB001975,Bottoms,Banana Republic,Summer,OS,Purple,29.7,0,29.7,2025-08-06,16,2.7,FALSE,N/A
FB002007,Dresses,Banana Republic,Winter,XXL,Blue,133.89,5.7,126.26,2025-08-06,17,3.4,TRUE,Size Issue
FB002021,Tops,Banana Republic,Summer,M,Blue,38.72,0,38.72,2025-08-06,35,4,FALSE,N/A
FB000517,Tops,Gap,Winter,XS,Brown,60.53,42.5,34.8,2025-08-06,8,0,TRUE,Color Mismatch
FB002044,Shoes,Banana Republic,Fall,L,Blue,180.99,0,180.99,2025-08-06,0,4.5,FALSE,N/A
FB002057,Shoes,Banana Republic,Winter,S,Brown,174.65,43.8,98.15,2025-08-06,28,3.3,FALSE,N/A
FB002061,Outerwear,Banana Republic,Summer,XXL,Black,231.24,44.6,128.11,2025-08-06,15,3.7,FALSE,N/A
FB002098,Outerwear,Banana Republic,Winter,L,Pink,168.02,0,168.02,2025-08-06,30,1.6,TRUE,Size Issue
FB002115,Dresses,Banana Republic,Spring,S,Purple,139.87,14.5,119.59,2024-09-13,13,1.3,FALSE,N/A
FB002120,Tops,Banana Republic,Spring,L,Red,66.9,0,66.9,2025-05-07,1,2.8,FALSE,N/A
FB002148,Dresses,Banana Republic,Fall,M,Navy,152.88,8.9,139.27,2025-08-06,19,2.2,FALSE,N/A
FB002166,Accessories,Banana Republic,Summer,OS,Black,76.08,0,76.08,2025-08-06,6,4.9,FALSE,N/A
FB002167,Shoes,Banana Republic,Winter,M,Brown,116.15,16.5,96.99,2025-08-06,11,3,FALSE,N/A
FB002173,Dresses,Banana Republic,Winter,L,Brown,50.58,0,50.58,2025-08-06,1,3.1,TRUE,Changed Mind
FB002174,Accessories,Banana Republic,Winter,OS,Beige,79.37,54.8,35.88,2025-08-06,40,2.6,FALSE,N/A
FB000025,Tops,Forever21,Fall,XS,Blue,80.47,29.1,57.05,2025-08-06,38,3.6,FALSE,N/A
FB000035,Accessories,Forever21,Fall,OS,Navy,58.57,0,58.57,2025-08-06,38,1.5,FALSE,N/A
FB000049,Bottoms,Forever21,Summer,XL,White,101.8,0,101.8,2025-08-06,7,2.8,FALSE,N/A
FB000052,Outerwear,Forever21,Spring,S,White,222.26,0,222.26,2025-05-03,50,4.5,FALSE,N/A
FB000063,Accessories,Forever21,Winter,OS,White,46.17,1.1,45.66,2025-08-06,30,1.9,FALSE,N/A
FB000068,Tops,Forever21,Spring,XL,Black,76.5,0,76.5,2025-01-26,17,4.6,FALSE,N/A
FB000086,Bottoms,Forever21,Winter,XS,Black,37.85,11.9,33.35,2025-08-06,45,3.4,TRUE,Changed Mind
FB000115,Bottoms,Forever21,Winter,S,Pink,87.39,25.5,65.11,2025-08-06,8,2.3,FALSE,N/A
FB000169,Dresses,Forever21,Fall,XXL,Gray,60.3,21.4,47.4,2025-08-06,4,3.6,FALSE,N/A
FB000179,Tops,Forever21,Winter,XS,Brown,33.01,39.2,20.07,2025-08-06,16,3.7,FALSE,N/A
FB000205,Accessories,Forever21,Summer,OS,Gray,42.04,50.9,20.64,2025-08-06,43,2.3,TRUE,Wrong Item
FB000209,Tops,Forever21,Fall,XXL,Pink,111.14,0,111.14,2025-08-06,49,1.6,FALSE,N/A
FB000224,Outerwear,Forever21,Summer,S,Red,206.91,0,206.91,2025-08-06,34,2.3,FALSE,N/A
FB000542,Shoes,Gap,Summer,S,Black,165.1,0,165.1,2025-08-06,7,0,FALSE,N/A
FB000226,Outerwear,Forever21,Spring,XXL,White,240.32,54.8,108.62,2024-12-27,3,4.5,FALSE,N/A
FB000233,Dresses,Forever21,Winter,OS,Black,56.34,22.4,43.72,2025-08-06,37,2.5,TRUE,Wrong Item
FB000239,Shoes,Forever21,Spring,L,Brown,136,0,136,2025-08-01,46,4.5,FALSE,N/A
FB000241,Dresses,Forever21,Fall,XS,Pink,101.39,0,101.39,2025-08-06,33,2.4,TRUE,Size Issue
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0,80.82,2025-02-11,42,0,FALSE,N/A
FB000242,Dresses,Forever21,Fall,XXL,Green,169.68,41.7,98.92,2025-08-06,43,4.6,FALSE,N/A
FB000243,Accessories,Forever21,Winter,OS,Purple,52.45,0,52.45,2025-08-06,34,2.1,FALSE,N/A
FB000256,Bottoms,Forever21,Fall,XXL,Black,75.66,0,75.66,2025-08-06,20,3,FALSE,N/A
FB000261,Outerwear,Forever21,Summer,XL,Navy,109.74,0,109.74,2025-08-06,45,1.9,FALSE,N/A
FB000264,Dresses,Forever21,Summer,S,Pink,57.33,0,57.33,2025-08-06,23,2,FALSE,N/A
FB000271,Dresses,Forever21,Summer,OS,Navy,92.73,0,92.73,2025-08-06,15,1.4,FALSE,N/A
FB000283,Shoes,Forever21,Fall,XS,Purple,112.74,23,86.81,2025-08-06,37,1,FALSE,N/A
FB000312,Dresses,Forever21,Winter,XXL,Brown,92.8,0,92.8,2025-08-06,25,2.5,FALSE,N/A
FB000326,Dresses,Forever21,Fall,M,Green,159.4,8.8,145.37,2025-08-06,43,4.5,FALSE,N/A
FB000332,Dresses,Forever21,Fall,XS,Navy,80.4,52.1,38.51,2025-08-06,7,1.2,FALSE,N/A
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0,117.23,2025-08-06,30,0,TRUE,Changed Mind
FB000351,Accessories,Forever21,Summer,OS,Brown,47.45,16.4,39.67,2025-08-06,33,1.7,FALSE,N/A
FB000355,Dresses,Forever21,Summer,L,Red,166.53,0,166.53,2025-08-06,28,1.7,FALSE,N/A
FB000358,Accessories,Forever21,Winter,OS,Pink,68.57,29.4,48.41,2025-08-06,4,3.5,FALSE,N/A
FB000359,Dresses,Forever21,Summer,L,Red,73.04,56.5,31.77,2025-08-06,15,3,TRUE,Changed Mind
FB000373,Shoes,Forever21,Summer,XXL,Purple,91.98,0,91.98,2025-08-06,48,3.9,FALSE,N/A
FB000376,Tops,Forever21,Winter,XL,Blue,51.06,9.5,46.21,2025-08-06,34,1.1,FALSE,N/A
FB000379,Bottoms,Forever21,Winter,XS,Black,78.6,45.8,42.6,2025-08-06,6,2.7,FALSE,N/A
FB000390,Shoes,Forever21,Summer,L,Pink,79.59,24.3,60.25,2025-08-06,37,1.7,FALSE,N/A
FB000398,Dresses,Forever21,Winter,L,Blue,141.84,0,141.84,2025-08-06,39,1.7,FALSE,N/A
FB000426,Tops,Forever21,Winter,XL,Black,111.64,0,111.64,2025-08-06,13,4.8,FALSE,N/A
FB000433,Bottoms,Forever21,Fall,M,Red,72.85,0,72.85,2025-08-06,25,3.8,FALSE,N/A
FB000453,Bottoms,Forever21,Fall,XXL,White,81.17,0,81.17,2025-08-06,21,1.2,FALSE,N/A
FB000493,Dresses,Forever21,Summer,XXL,White,111.29,0,111.29,2025-08-06,48,4.9,FALSE,N/A
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,68.97,2025-08-06,16,0,FALSE,N/A
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0,39.56,2025-01-21,15,0,FALSE,N/A
FB000498,Bottoms,Forever21,Fall,XXL,Green,96.7,38.8,59.18,2025-08-06,46,1.7,FALSE,N/A
FB000524,Accessories,Forever21,Spring,OS,Navy,25.34,0,25.34,2025-07-31,17,3.3,FALSE,N/A
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.62,2025-08-06,48,0,FALSE,N/A
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,42.12,2025-08-06,48,4.5,FALSE,N/A
FB000578,Accessories,H&M,Fall,OS,Green,52.41,0,52.41,2025-08-06,14,0,FALSE,N/A
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,29.88,2025-08-06,39,1.2,FALSE,N/A
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0,48.42,2025-08-06,6,4.3,FALSE,N/A
FB000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,2025-08-06,34,4,FALSE,N/A
FB000609,Accessories,Forever21,Spring,OS,Red,32.62,29.1,23.13,2025-07-27,9,1.4,FALSE,N/A
FB000620,Shoes,Forever21,Fall,XXL,Red,130.21,0,130.21,2025-08-06,50,4.7,FALSE,N/A
FB000584,Bottoms,Zara,Winter,L,Beige,25.98,59.4,10.55,2025-08-06,40,0,FALSE,N/A
FB000624,Accessories,Forever21,Fall,OS,Green,32.15,0,32.15,2025-08-06,17,1.9,TRUE,Quality Issue
FB000625,Bottoms,Forever21,Summer,S,Black,36.34,0,36.34,2025-08-06,6,4.5,TRUE,Damaged
FB000663,Accessories,Forever21,Fall,OS,Green,73.85,0,73.85,2025-08-06,46,2,FALSE,N/A
FB000665,Bottoms,Forever21,Summer,XS,Gray,91.4,11,81.35,2025-08-06,18,1.6,FALSE,N/A
FB000681,Accessories,Forever21,Winter,OS,Green,25.7,0,25.7,2025-08-06,38,3.2,TRUE,Quality Issue
FB000590,Dresses,Gap,Winter,S,Green,70.01,28,50.41,2025-08-06,23,0,FALSE,N/A
FB000704,Tops,Forever21,Summer,OS,Red,94.31,0,94.31,2025-08-06,20,3,FALSE,N/A
FB000717,Outerwear,Forever21,Fall,L,Pink,145.93,0,145.93,2025-08-06,19,1.5,FALSE,N/A
FB000593,Tops,H&M,Summer,XXL,Red,63.51,13.6,54.87,2025-08-06,19,0,FALSE,N/A
FB000594,Bottoms,Ann Taylor,Winter,XXL,White,55.23,33.6,36.67,2025-08-06,9,0,FALSE,N/A
FB000595,Dresses,Banana Republic,Fall,M,Navy,137.59,0,137.59,2025-08-06,18,0,FALSE,N/A
FB000735,Accessories,Forever21,Fall,OS,Navy,47.47,0,47.47,2025-08-06,42,4.7,FALSE,N/A
FB000738,Dresses,Forever21,Fall,XXL,Brown,63.79,35.5,41.14,2025-08-06,15,3.1,TRUE,Quality Issue
FB000746,Accessories,Forever21,Spring,OS,Red,37.94,0,37.94,2024-10-08,9,4.6,FALSE,N/A
FB000748,Accessories,Forever21,Winter,OS,Purple,43.45,0,43.45,2025-08-06,50,4,FALSE,N/A
FB000749,Bottoms,Forever21,Summer,L,Red,76.92,9.6,69.54,2025-08-06,20,2,FALSE,N/A
FB000750,Accessories,Forever21,Fall,OS,White,21.09,0,21.09,2025-08-06,33,4.1,TRUE,Size Issue
FB000760,Dresses,Forever21,Summer,S,Black,126.37,0,126.37,2025-08-06,42,2,FALSE,N/A
FB000762,Accessories,Forever21,Summer,OS,Pink,59.39,44.6,32.9,2025-08-06,41,2.3,TRUE,Color Mismatch
FB000768,Dresses,Forever21,Spring,XL,Green,147.88,36.8,93.46,2024-09-08,37,3.3,FALSE,N/A
FB000785,Outerwear,Forever21,Summer,S,Gray,231.52,17.3,191.47,2025-08-06,49,2.1,FALSE,N/A
FB000797,Outerwear,Forever21,Summer,S,Purple,128.6,0,128.6,2025-08-06,11,2.3,FALSE,N/A
FB000799,Bottoms,Forever21,Summer,XXL,White,28.15,12.7,24.57,2025-08-06,13,3.9,FALSE,N/A
FB000608,Dresses,Zara,Spring,M,Red,95.33,0,95.33,2025-06-07,36,0,TRUE,Quality Issue
FB000800,Outerwear,Forever21,Winter,XL,Red,165.1,58.4,68.68,2025-08-06,29,1.2,FALSE,N/A
FB000804,Accessories,Forever21,Winter,OS,Gray,23.5,0,23.5,2025-08-06,14,3.9,TRUE,Quality Issue
FB000817,Bottoms,Forever21,Spring,XS,Brown,58.29,0,58.29,2025-01-07,22,2.3,FALSE,N/A
FB000823,Dresses,Forever21,Winter,S,Black,115.89,39.4,70.23,2025-08-06,14,3.8,TRUE,Damaged
FB000824,Bottoms,Forever21,Summer,XL,Blue,103.94,16.1,87.21,2025-08-06,6,4.9,TRUE,Changed Mind
FB000842,Outerwear,Forever21,Fall,S,Gray,103.49,0,103.49,2025-08-06,12,1.8,FALSE,N/A
FB000865,Outerwear,Forever21,Spring,S,Navy,241.37,44.9,132.99,2025-05-15,23,2.1,FALSE,N/A
FB000869,Outerwear,Forever21,Spring,XS,Blue,120.68,0,120.68,2024-12-21,6,1.9,FALSE,N/A
FB000890,Bottoms,Forever21,Winter,XL,White,57.14,0,57.14,2025-08-06,39,1.4,FALSE,N/A
FB000892,Accessories,Forever21,Spring,OS,Brown,64.56,43,36.8,2024-08-06,36,3.9,FALSE,N/A
FB000897,Accessories,Forever21,Winter,OS,Blue,31.32,0,31.32,2025-08-06,28,2.7,FALSE,N/A
FB000908,Dresses,Forever21,Spring,S,Blue,90.52,53.2,42.36,2025-07-28,37,2.2,FALSE,N/A
FB000909,Shoes,Forever21,Summer,XXL,Green,94.93,16.6,79.17,2025-08-06,39,4.8,FALSE,N/A
FB000915,Tops,Forever21,Summer,XS,Brown,81.84,0,81.84,2025-08-06,41,2.4,FALSE,N/A
FB000931,Accessories,Forever21,Summer,OS,Green,35.64,0,35.64,2025-08-06,48,5,TRUE,Color Mismatch
FB000942,Outerwear,Forever21,Fall,XS,Beige,180.91,0,180.91,2025-08-06,10,3.8,FALSE,N/A
FB000943,Shoes,Forever21,Spring,XXL,Brown,120.11,0,120.11,2024-12-24,27,4.1,FALSE,N/A
FB000944,Outerwear,Forever21,Summer,XL,Red,225.01,0,225.01,2025-08-06,50,1.9,TRUE,Size Issue
FB000951,Outerwear,Forever21,Winter,L,Purple,104.78,16.9,87.07,2025-08-06,43,4.3,FALSE,N/A
FB000628,Outerwear,Zara,Fall,M,Blue,81.63,12.4,71.51,2025-08-06,3,0,FALSE,N/A
FB000952,Accessories,Forever21,Fall,OS,Blue,55.3,0,55.3,2025-08-06,17,2.5,FALSE,N/A
FB000957,Dresses,Forever21,Winter,M,Pink,162.65,0,162.65,2025-08-06,36,1.4,FALSE,N/A
FB000959,Accessories,Forever21,Spring,OS,Pink,75.59,38.8,46.26,2025-03-29,43,1.1,FALSE,N/A
FB000632,Tops,H&M,Winter,XS,Brown,28,2.6,27.27,2025-08-06,2,0,FALSE,N/A
FB000962,Dresses,Forever21,Fall,S,White,54.81,0,54.81,2025-08-06,41,1.2,TRUE,Wrong Item
FB000634,Accessories,Gap,Summer,OS,Pink,67.95,18.3,55.52,2025-08-06,37,0,FALSE,N/A
FB000971,Bottoms,Forever21,Fall,XXL,Pink,25.58,54.5,11.64,2025-08-06,34,2.4,FALSE,N/A
FB000973,Bottoms,Forever21,Winter,S,Pink,43.32,0,43.32,2025-08-06,0,2.6,FALSE,N/A
FB000974,Accessories,Forever21,Winter,OS,Red,75.09,0,75.09,2025-08-06,41,3.5,FALSE,N/A
FB000979,Shoes,Forever21,Fall,M,White,72.75,50.2,36.23,2025-08-06,28,3.6,FALSE,N/A
FB000981,Accessories,Forever21,Spring,OS,Blue,52.69,40.2,31.51,2024-11-15,7,2.7,FALSE,N/A
FB001008,Accessories,Forever21,Fall,OS,Purple,75.22,25.9,55.74,2025-08-06,31,1.9,TRUE,Color Mismatch
FB001018,Tops,Forever21,Summer,XXL,Blue,37.12,12.1,32.63,2025-08-06,43,3.2,FALSE,N/A
FB000642,Bottoms,Banana Republic,Summer,XS,Beige,119.56,46.2,64.32,2025-08-06,14,0,FALSE,N/A
FB001020,Shoes,Forever21,Fall,M,Navy,61.04,0,61.04,2025-08-06,43,1.9,FALSE,N/A
FB001029,Tops,Forever21,Summer,XXL,Beige,91.03,55.4,40.6,2025-08-06,2,2.5,FALSE,N/A
FB001035,Outerwear,Forever21,Spring,L,Navy,196.54,22.6,152.12,2025-05-12,33,1.4,FALSE,N/A
FB001040,Outerwear,Forever21,Fall,XXL,Purple,100.39,16.5,83.83,2025-08-06,17,4.6,FALSE,N/A
FB001052,Dresses,Forever21,Winter,XS,White,155.57,0,155.57,2025-08-06,48,3.8,FALSE,N/A
FB001055,Outerwear,Forever21,Summer,M,Pink,100.23,0,100.23,2025-08-06,12,3.5,FALSE,N/A
FB000649,Bottoms,Banana Republic,Summer,XS,White,110.6,0,110.6,2025-08-06,19,0,TRUE,Color Mismatch
FB001060,Tops,Forever21,Summer,L,Purple,91.6,59.5,37.1,2025-08-06,2,4.3,FALSE,N/A
FB001065,Shoes,Forever21,Summer,M,Brown,153.34,55.5,68.24,2025-08-06,46,4.2,TRUE,Wrong Item
FB001073,Bottoms,Forever21,Winter,XL,Beige,119.92,0,119.92,2025-08-06,37,5,FALSE,N/A
FB001078,Shoes,Forever21,Spring,XL,Purple,139.1,47,73.72,2025-01-04,6,3.4,FALSE,N/A
FB001082,Outerwear,Forever21,Winter,L,Green,88.32,54.8,39.92,2025-08-06,36,3.1,FALSE,N/A
FB001092,Bottoms,Forever21,Winter,S,Brown,29.73,28.7,21.2,2025-08-06,37,2.5,FALSE,N/A
FB001108,Bottoms,Forever21,Fall,XL,Pink,29.31,0,29.31,2025-08-06,25,4.6,TRUE,Changed Mind
FB001114,Shoes,Forever21,Winter,L,Blue,118.97,0,118.97,2025-08-06,45,3.8,FALSE,N/A
FB000658,Bottoms,Uniqlo,Summer,S,Red,102.07,0,102.07,2025-08-06,26,0,TRUE,Color Mismatch
FB001124,Bottoms,Forever21,Fall,M,Red,119.63,0,119.63,2025-08-06,14,2.1,FALSE,N/A
FB000660,Shoes,Gap,Summer,M,Navy,121.55,0,121.55,2025-08-06,16,0,TRUE,Damaged
FB001147,Bottoms,Forever21,Fall,M,White,112.6,19.8,90.31,2025-08-06,2,1,FALSE,N/A
FB001157,Tops,Forever21,Fall,XS,Green,100.17,0,100.17,2025-08-06,18,1.2,FALSE,N/A
FB001161,Accessories,Forever21,Winter,OS,Blue,37.02,0,37.02,2025-08-06,12,4.3,FALSE,N/A
FB001165,Bottoms,Forever21,Spring,L,Beige,75.99,0,75.99,2025-02-18,19,1.7,TRUE,Size Issue
FB001168,Tops,Forever21,Fall,OS,Blue,72.83,35.7,46.83,2025-08-06,11,3.1,FALSE,N/A
FB000666,Accessories,Forever21,Winter,OS,Navy,69.77,0,69.77,2025-08-06,30,0,TRUE,Color Mismatch
FB001182,Accessories,Forever21,Fall,OS,Navy,63.98,0,63.98,2025-08-06,36,1.7,FALSE,N/A
FB001183,Outerwear,Forever21,Fall,XS,Navy,225.64,0,225.64,2025-08-06,31,1.3,FALSE,N/A
FB001200,Tops,Forever21,Winter,XXL,Brown,84.75,0,84.75,2025-08-06,7,2.5,FALSE,N/A
FB001211,Shoes,Forever21,Summer,L,Brown,73.81,0,73.81,2025-08-06,44,1.3,FALSE,N/A
FB001214,Bottoms,Forever21,Winter,XS,Red,32.83,23,25.28,2025-08-06,24,1.1,FALSE,N/A
FB001216,Shoes,Forever21,Winter,OS,Navy,85.83,47.5,45.06,2025-08-06,8,1.1,FALSE,N/A
FB001224,Accessories,Forever21,Winter,OS,Beige,67.46,0,67.46,2025-08-06,28,1.4,FALSE,N/A
FB001230,Dresses,Forever21,Fall,S,Navy,120.42,36.7,76.23,2025-08-06,46,2.4,FALSE,N/A
FB001245,Dresses,Forever21,Summer,OS,Navy,88.71,0,88.71,2025-08-06,3,3.5,FALSE,N/A
FB001248,Outerwear,Forever21,Spring,XL,Red,135.3,0,135.3,2025-02-16,19,4.6,FALSE,N/A
FB001250,Outerwear,Forever21,Winter,M,Green,160.27,0,160.27,2025-08-06,11,2,FALSE,N/A
FB001256,Accessories,Forever21,Summer,OS,Green,19.56,0,19.56,2025-08-06,13,3.1,FALSE,N/A
FB001270,Tops,Forever21,Spring,S,Beige,119.38,0,119.38,2025-02-20,18,4.4,FALSE,N/A
FB001287,Shoes,Forever21,Fall,OS,Beige,123.23,0,123.23,2025-08-06,40,4.3,FALSE,N/A
FB001306,Bottoms,Forever21,Summer,L,Brown,117.64,54.2,53.88,2025-08-06,25,4.6,TRUE,Wrong Item
FB001308,Accessories,Forever21,Spring,OS,White,29.91,18.4,24.41,2025-03-03,10,4.9,FALSE,N/A
FB001325,Bottoms,Forever21,Winter,M,Beige,91.11,0,91.11,2025-08-06,38,3.3,FALSE,N/A
FB001339,Accessories,Forever21,Fall,OS,Blue,44.73,0,44.73,2025-08-06,25,1.1,FALSE,N/A
FB001347,Tops,Forever21,Winter,XS,Blue,59.53,0,59.53,2025-08-06,28,1.5,FALSE,N/A
FB000686,Dresses,Ann Taylor,Winter,L,Pink,103.11,0,103.11,2025-08-06,17,0,FALSE,N/A
FB001349,Bottoms,Forever21,Spring,XL,Black,29.65,41,17.49,2024-08-26,21,4.5,TRUE,Quality Issue
FB001361,Dresses,Forever21,Summer,XXL,Brown,49.34,5.5,46.63,2025-08-06,10,4.3,FALSE,N/A
FB000689,Bottoms,Mango,Summer,XS,Blue,58.8,11.8,51.86,2025-08-06,8,0,FALSE,N/A
FB001377,Bottoms,Forever21,Summer,XL,Black,79.61,0,79.61,2025-08-06,29,3.7,FALSE,N/A
FB001388,Bottoms,Forever21,Winter,L,Brown,41.83,44.1,23.38,2025-08-06,6,2.4,FALSE,N/A
FB000692,Bottoms,H&M,Fall,XS,Black,40.39,0,40.39,2025-08-06,16,0,FALSE,N/A
FB001398,Shoes,Forever21,Winter,XS,White,93.63,0,93.63,2025-08-06,47,4.1,FALSE,N/A
FB001417,Outerwear,Forever21,Summer,XL,Beige,124.13,0,124.13,2025-08-06,33,5,FALSE,N/A
FB001438,Tops,Forever21,Spring,XS,Navy,44.79,0,44.79,2025-01-19,7,3.6,FALSE,N/A
FB001477,Shoes,Forever21,Winter,XL,Green,168.85,35.3,109.25,2025-08-06,10,3.3,FALSE,N/A
FB001498,Outerwear,Forever21,Winter,XS,Purple,136.2,10.2,122.31,2025-08-06,10,3.6,FALSE,N/A
FB001499,Tops,Forever21,Summer,S,Red,92.5,0,92.5,2025-08-06,15,2.7,FALSE,N/A
FB000699,Accessories,Uniqlo,Fall,OS,Red,39.3,0,39.3,2025-08-06,39,0,FALSE,N/A
FB001507,Bottoms,Forever21,Summer,XXL,Black,25.77,0,25.77,2025-08-06,5,3.1,FALSE,N/A
FB001508,Shoes,Forever21,Winter,M,Navy,180.67,0,180.67,2025-08-06,31,4.4,FALSE,N/A
FB001509,Shoes,Forever21,Spring,L,Green,198.13,46.1,106.79,2025-05-19,8,3.2,FALSE,N/A
FB000703,Accessories,Mango,Spring,OS,Black,77.85,34.9,50.68,2025-08-05,11,0,FALSE,N/A
FB001512,Tops,Forever21,Summer,L,Beige,85,39.9,51.09,2025-08-06,44,3,FALSE,N/A
FB001526,Accessories,Forever21,Fall,OS,Gray,65.09,49.8,32.68,2025-08-06,32,4.9,FALSE,N/A
FB001543,Bottoms,Forever21,Fall,S,Brown,47.22,0,47.22,2025-08-06,19,1.9,FALSE,N/A
FB001576,Outerwear,Forever21,Summer,S,Beige,123.27,0,123.27,2025-08-06,13,2.8,FALSE,N/A
FB001586,Accessories,Forever21,Summer,OS,Red,47.6,0,47.6,2025-08-06,24,4.4,TRUE,Wrong Item
FB000709,Bottoms,Forever21,Summer,M,Purple,57.85,35.4,37.37,2025-08-06,17,0,FALSE,N/A
FB001590,Tops,Forever21,Spring,XS,Green,93.74,0,93.74,2024-12-27,39,4,FALSE,N/A
FB000711,Accessories,Ann Taylor,Spring,OS,Black,61.34,45.4,33.49,2025-02-03,46,0,FALSE,N/A
FB001614,Shoes,Forever21,Summer,S,Beige,114.37,43.2,64.96,2025-08-06,16,1.4,FALSE,N/A
FB001617,Shoes,Forever21,Summer,XXL,Green,94.49,0,94.49,2025-08-06,30,1.5,FALSE,N/A
FB001627,Outerwear,Forever21,Fall,M,Blue,166.85,30.9,115.29,2025-08-06,14,4.2,TRUE,Changed Mind
FB001632,Tops,Forever21,Fall,XL,Brown,63.72,17.8,52.38,2025-08-06,45,2.4,FALSE,N/A
FB001650,Dresses,Forever21,Winter,M,White,150.08,4.8,142.88,2025-08-06,24,1.7,FALSE,N/A
FB001660,Tops,Forever21,Fall,XS,White,116.48,0,116.48,2025-08-06,3,1.5,FALSE,N/A
FB001666,Bottoms,Forever21,Summer,L,Pink,98.41,0,98.41,2025-08-06,7,4.6,FALSE,N/A
FB001667,Bottoms,Forever21,Winter,XS,Red,83.18,0,83.18,2025-08-06,17,1.7,TRUE,Size Issue
FB000720,Tops,Uniqlo,Fall,XL,Blue,51.85,0,51.85,2025-08-06,28,0,FALSE,N/A
FB000721,Tops,Uniqlo,Summer,L,Gray,75.34,0,75.34,2025-08-06,21,0,FALSE,N/A
FB001675,Accessories,Forever21,Fall,OS,Black,42.96,0,42.96,2025-08-06,36,1.1,FALSE,N/A
FB001685,Shoes,Forever21,Spring,XL,Gray,164.48,51.5,79.77,2024-09-07,27,3.4,FALSE,N/A
FB001703,Accessories,Forever21,Summer,OS,Pink,32.04,0,32.04,2025-08-06,41,1.8,FALSE,N/A
FB001709,Tops,Forever21,Winter,XXL,Black,84.17,0,84.17,2025-08-06,20,3.7,FALSE,N/A
FB001739,Tops,Forever21,Summer,OS,Pink,105.85,0,105.85,2025-08-06,29,2.1,FALSE,N/A
FB000727,Shoes,Forever21,Summer,S,Green,145.79,57,62.69,2025-08-06,46,0,FALSE,N/A
FB000728,Bottoms,Gap,Winter,S,White,54.14,0,54.14,2025-08-06,32,0,FALSE,N/A
FB001759,Shoes,Forever21,Spring,XXL,Beige,146.23,40,87.74,2025-01-27,17,2.6,TRUE,Quality Issue
FB001766,Bottoms,Forever21,Fall,XXL,Beige,61.1,0,61.1,2025-08-06,30,4.6,FALSE,N/A
FB001769,Bottoms,Forever21,Fall,XS,Pink,29.09,29.6,20.48,2025-08-06,25,4.8,FALSE,N/A
FB001784,Outerwear,Forever21,Winter,XL,Pink,222.01,0,222.01,2025-08-06,27,2.1,FALSE,N/A
FB001800,Bottoms,Forever21,Summer,XXL,Purple,61.96,0,61.96,2025-08-06,13,3.9,FALSE,N/A
FB000734,Shoes,Uniqlo,Summer,XS,Black,110.82,15.7,93.42,2025-08-06,43,0,TRUE,Size Issue
FB001822,Outerwear,Forever21,Winter,S,Green,167.73,0,167.73,2025-08-06,4,4.9,FALSE,N/A
FB001824,Dresses,Forever21,Summer,XL,White,69.12,49.4,34.97,2025-08-06,45,2.3,FALSE,N/A
FB001830,Outerwear,Forever21,Summer,XS,Purple,241.22,5.9,226.99,2025-08-06,13,1.2,FALSE,N/A
FB001838,Shoes,Forever21,Spring,OS,White,107.09,43.1,60.93,2025-02-14,16,4.7,TRUE,Changed Mind
FB001848,Dresses,Forever21,Fall,XS,Blue,127.87,54.6,58.05,2025-08-06,14,4.4,FALSE,N/A
FB001855,Dresses,Forever21,Winter,OS,Blue,128.55,0,128.55,2025-08-06,1,3.7,FALSE,N/A
FB001861,Accessories,Forever21,Spring,OS,Navy,45.19,0,45.19,2025-02-28,38,1.6,TRUE,Wrong Item
FB001869,Tops,Forever21,Winter,OS,Brown,31.34,48.5,16.14,2025-08-06,36,1.6,TRUE,Size Issue
FB000743,Tops,Forever21,Summer,S,Pink,113.29,34,74.77,2025-08-06,10,0,FALSE,N/A
FB000744,Tops,H&M,Winter,L,White,110.87,6,104.22,2025-08-06,15,0,FALSE,N/A
